iter	Logloss
0	0.6840110464
1	0.6779617725
2	0.6711165823
3	0.6646984673
4	0.6583520118
5	0.6528663947
6	0.6464232435
7	0.6386139565
8	0.6321079427
9	0.6259539365
10	0.6210999906
11	0.6160968278
12	0.6095687665
13	0.6034908998
14	0.5982465053
15	0.5917816296
16	0.5858847052
17	0.5810730413
18	0.5760449907
19	0.5706477522
20	0.5643196549
21	0.5594067975
22	0.5538639834
23	0.5476448791
24	0.5431088099
25	0.5388601849
26	0.533210981
27	0.5277988148
28	0.5230227464
29	0.516738944
30	0.5107755688
31	0.5061503885
32	0.501532378
33	0.4967883302
34	0.4921306044
35	0.4876000712
36	0.4828839058
37	0.4790110494
38	0.4742075879
39	0.4699518799
40	0.4656737216
41	0.4616710044
42	0.4576388286
43	0.4540305264
44	0.4502542239
45	0.445926975
46	0.44137455
47	0.4364810006
48	0.4323274088
49	0.4286351035
50	0.4246552632
51	0.4211843739
52	0.4173313935
53	0.4130949375
54	0.4098629667
55	0.4066508573
56	0.4027377716
57	0.3994609069
58	0.3946348219
59	0.3913824534
60	0.3879195355
61	0.384454326
62	0.3812050495
63	0.3768961086
64	0.3734590932
65	0.3696184961
66	0.3662250574
67	0.3627633928
68	0.3599048748
69	0.3568809999
70	0.3538210803
71	0.3504937474
72	0.3476249205
73	0.3437801889
74	0.3395478513
75	0.3359781544
76	0.3327842323
77	0.3296727006
78	0.3267924069
79	0.324348167
80	0.3210580693
81	0.318735999
82	0.3161846295
83	0.3135040314
84	0.3103740747
85	0.3078114143
86	0.3043436961
87	0.3016607117
88	0.2986777975
89	0.2960700296
90	0.2928596448
91	0.2906009507
92	0.2879756552
93	0.2855901646
94	0.2831976932
95	0.2810081278
96	0.2787996348
97	0.2757694572
98	0.2737455494
99	0.2713684697
100	0.2687190646
101	0.2664940267
102	0.2643348172
103	0.2619233544
104	0.2596834456
105	0.257539208
106	0.255240444
107	0.2531236587
108	0.2514592417
109	0.2494709089
110	0.2470139805
111	0.2450747258
112	0.2428003264
113	0.240595378
114	0.2386688022
115	0.2363484091
116	0.2345773186
117	0.2327513089
118	0.2308798509
119	0.2287309186
120	0.2265031481
121	0.2250764573
122	0.2229190293
123	0.2212273595
124	0.2193031377
125	0.2179716926
126	0.2161223151
127	0.2145974612
128	0.2130168545
129	0.211290027
130	0.2091498465
131	0.2076356892
132	0.2061613735
133	0.204941767
134	0.2034248826
135	0.201547963
136	0.1998627956
137	0.1982631689
138	0.1966272448
139	0.1952175377
140	0.1936635474
141	0.1921517085
142	0.1904915177
143	0.1887449852
144	0.1872579775
145	0.1856974099
146	0.1842404334
147	0.1830782974
148	0.18158535
149	0.1800787806
150	0.178839875
151	0.1777116429
152	0.1767574641
153	0.1752344931
154	0.1739019131
155	0.1723870993
156	0.1709850934
157	0.1696363901
158	0.1680740021
159	0.1671016202
160	0.1659668316
161	0.1645280613
162	0.1633192722
163	0.162256875
164	0.160888252
165	0.1597216801
166	0.1587120649
167	0.1574209366
168	0.1555496758
169	0.1543738062
170	0.1529838176
171	0.151758684
172	0.1505737281
173	0.1493819345
174	0.1476094644
175	0.1463585461
176	0.145302322
177	0.1440286132
178	0.1428806285
179	0.1417904706
180	0.1409055452
181	0.1400948917
182	0.1391756678
183	0.138284445
184	0.1372992681
185	0.1362371054
186	0.1353463543
187	0.1342589456
188	0.1334381273
189	0.1326196023
190	0.1318054527
191	0.1307084658
192	0.1298436814
193	0.1288712015
194	0.1279192489
195	0.1271427813
196	0.1264279144
197	0.1256444493
198	0.125098047
199	0.1242516194
200	0.1234294098
201	0.1226042266
202	0.1213196476
203	0.1203375535
204	0.1195351951
205	0.1186573797
206	0.1178045602
207	0.1171427737
208	0.1164692056
209	0.1156784518
210	0.1150483774
211	0.1143216942
212	0.1135665111
213	0.1128832597
214	0.1120960597
215	0.1113300908
216	0.1105681068
217	0.1098254277
218	0.1090363341
219	0.1084468508
220	0.1079317517
221	0.1073356816
222	0.1067750175
223	0.1060662405
224	0.1052479696
225	0.1045633824
226	0.1036207946
227	0.1028967228
228	0.1024232434
229	0.1018683059
230	0.1012327172
231	0.1004536324
232	0.09998055702
233	0.09913956105
234	0.09855312666
235	0.09802275198
236	0.09752401354
237	0.09706227105
238	0.0966362145
239	0.09615008231
240	0.09544789348
241	0.09490202569
242	0.09434098918
243	0.0938566417
244	0.09336353026
245	0.09286498205
246	0.09237624967
247	0.09164957333
248	0.09124716989
249	0.09070782659
250	0.09028586994
251	0.08969160189
252	0.08914094338
253	0.08869195649
254	0.08817455374
255	0.08767517529
256	0.08714784944
257	0.08662279923
258	0.08616691479
259	0.08572325339
260	0.08529204003
261	0.0847739337
262	0.08424026915
263	0.08369444895
264	0.0832310962
265	0.08265397436
266	0.08197344739
267	0.0815908876
268	0.08125135766
269	0.08078932044
270	0.08031401998
271	0.07984690932
272	0.07937165524
273	0.07885616326
274	0.07843177041
275	0.07785173794
276	0.07734522646
277	0.07703321004
278	0.07642421308
279	0.07596781776
280	0.07570370508
281	0.07523902042
282	0.07485392126
283	0.07445077732
284	0.07408298609
285	0.07345797887
286	0.07310912449
287	0.07265579449
288	0.07229293087
289	0.07200929925
290	0.07161937641
291	0.07124546187
292	0.07086942815
293	0.07052618148
294	0.07011623781
295	0.06982452295
296	0.06949196011
297	0.06908232786
298	0.06871018129
299	0.06841542461
300	0.06803953141
301	0.06768196966
302	0.06726045004
303	0.06682507043
304	0.0664670022
305	0.06614211131
306	0.0657463451
307	0.06543687221
308	0.0650402041
309	0.06463018932
310	0.06434135522
311	0.06401380256
312	0.06365634296
313	0.06302605308
314	0.06274168354
315	0.06237473466
316	0.06207051474
317	0.06165537265
318	0.06134615053
319	0.06100600622
320	0.06070314801
321	0.06041990677
322	0.06012937494
323	0.05987152286
324	0.05962401565
325	0.059186245
326	0.05877056231
327	0.05849569546
328	0.05815286773
329	0.05783820931
330	0.05761861778
331	0.05729912651
332	0.05705152445
333	0.05674911008
334	0.05650671125
335	0.05623266849
336	0.05588424947
337	0.0556199354
338	0.05537090642
339	0.05514997747
340	0.05492019734
341	0.05456229893
342	0.05429551542
343	0.05403351931
344	0.05377684782
345	0.05360600574
346	0.05335507743
347	0.05310605349
348	0.05287028487
349	0.05259559032
350	0.05236736665
351	0.05208560371
352	0.05182633814
353	0.05153732455
354	0.05130656372
355	0.05097689235
356	0.05076338955
357	0.05049546177
358	0.05020481378
359	0.05000663804
360	0.04974462307
361	0.04949690683
362	0.04924413303
363	0.04908915894
364	0.04876254348
365	0.04859172919
366	0.04835642572
367	0.04814951951
368	0.04793628849
369	0.04777534994
370	0.04758572914
371	0.04736173975
372	0.04717563445
373	0.04689192171
374	0.04668606355
375	0.04650442594
376	0.04632394314
377	0.04604210275
378	0.04585039465
379	0.0456197873
380	0.04546468859
381	0.04526499699
382	0.04507376589
383	0.04486976369
384	0.04465147769
385	0.04443081005
386	0.04423357691
387	0.04405686491
388	0.04389094602
389	0.04371568312
390	0.04354988925
391	0.04337220498
392	0.04323606277
393	0.04302370629
394	0.04285028295
395	0.04267053763
396	0.04240657789
397	0.04216900186
398	0.04199131971
399	0.04180449452
400	0.04163148338
401	0.04143679994
402	0.04122570996
403	0.04104239339
404	0.04093775586
405	0.04072437291
406	0.04056882721
407	0.0404071183
408	0.04024925734
409	0.04007646405
410	0.03993939095
411	0.03977545059
412	0.03957238938
413	0.03941785766
414	0.03925683416
415	0.03912156849
416	0.03895024052
417	0.03879939333
418	0.03867858947
419	0.03851895909
420	0.0384183423
421	0.03829124635
422	0.03813104036
423	0.03803165653
424	0.03786297695
425	0.03774497796
426	0.03759659008
427	0.03747802787
428	0.03733009585
429	0.03719962566
430	0.03708206585
431	0.03692293862
432	0.03674111371
433	0.03660991712
434	0.03646700542
435	0.0362782946
436	0.03615332417
437	0.03603892698
438	0.03593436224
439	0.03579295104
440	0.03566533263
441	0.0354592758
442	0.03532607875
443	0.03518958724
444	0.03504449614
445	0.03493013775
446	0.03479700202
447	0.0346650747
448	0.03456371108
449	0.03444400624
450	0.03435824149
451	0.03425861519
452	0.03415716763
453	0.03403268518
454	0.03388641733
455	0.03374220892
456	0.03363610653
457	0.03349088674
458	0.03338450816
459	0.03327716118
460	0.0331741726
461	0.03300347562
462	0.03291554346
463	0.03279139915
464	0.03265789653
465	0.03255400723
466	0.03241998038
467	0.03229977071
468	0.03222211044
469	0.03208993036
470	0.03196010205
471	0.0318837369
472	0.03180345678
473	0.03170152077
474	0.03160173518
475	0.03148834983
476	0.03139959628
477	0.03127765166
478	0.03117680691
479	0.03108260482
480	0.03100722912
481	0.03090981495
482	0.03080699563
483	0.0306892657
484	0.03060240775
485	0.03049929514
486	0.0303627585
487	0.03026154772
488	0.03013816285
489	0.03002974513
490	0.02994454449
491	0.02985281457
492	0.02974155317
493	0.0296031438
494	0.0294875884
495	0.02938976584
496	0.02926073593
497	0.02914985578
498	0.02906411564
