iter	Logloss
499	0.02900104975
500	0.02893674449
501	0.02886107198
502	0.02875370688
503	0.02867584325
504	0.02858595825
505	0.02846894187
506	0.02836458907
507	0.028257569
508	0.02814642368
509	0.02801885062
510	0.02794276846
511	0.0278328833
512	0.02774752453
513	0.02768488019
514	0.02760359657
515	0.02751699364
516	0.02743363243
517	0.02734469132
518	0.02725363892
519	0.02718990038
520	0.0270931488
521	0.0270226901
522	0.02694143927
523	0.02686443515
524	0.02682121224
525	0.02673471617
526	0.02664164001
527	0.02653397689
528	0.02645300693
529	0.02636000034
530	0.02626416987
531	0.0261733837
532	0.02608451699
533	0.02599736573
534	0.02593439658
535	0.02584422687
536	0.02575420357
537	0.02566273875
538	0.02560051249
539	0.02550616993
540	0.02543086577
541	0.02532267431
542	0.02526222889
543	0.02519475313
544	0.02511122205
545	0.02502631368
546	0.02495884669
547	0.02488928184
548	0.02484071807
549	0.02478656946
550	0.02468915957
551	0.02460157015
552	0.02448575726
553	0.02442211883
554	0.02436234487
555	0.0242851883
556	0.02420859779
557	0.02415097223
558	0.02406985257
559	0.02401516867
560	0.02394815024
561	0.02387334091
562	0.02380057305
563	0.0237274335
564	0.02366361955
565	0.02361612955
566	0.0235481531
567	0.02346765141
568	0.0234015905
569	0.02335108327
570	0.02328126357
571	0.02320977005
572	0.02316005422
573	0.02308466874
574	0.02302316622
575	0.02297133137
576	0.02289441674
577	0.02283203793
578	0.02277821067
579	0.02273210965
580	0.02266850712
581	0.02259825435
582	0.02252766206
583	0.02247052314
584	0.02235103605
585	0.02227323093
586	0.02222408151
587	0.02216068781
588	0.02209993955
589	0.02203545642
590	0.02196566598
591	0.02189738525
592	0.02182858855
593	0.02177481701
594	0.02170802089
595	0.02164240812
596	0.02156965826
597	0.02152138244
598	0.02145914242
599	0.02140088574
600	0.02135280956
601	0.02130813378
602	0.02124081564
603	0.02120119949
604	0.0211575286
605	0.02109470042
606	0.0210253551
607	0.02097458978
608	0.02092491463
609	0.02084734549
610	0.02079672957
611	0.0207427603
612	0.02067220023
613	0.0206116003
614	0.0204955692
615	0.0204434265
616	0.02037654508
617	0.02032280771
618	0.02026163939
619	0.02022206274
620	0.02016826671
621	0.02012251038
622	0.02006717463
623	0.02001856361
624	0.01998711928
625	0.01994915093
626	0.01990294324
627	0.01984880544
628	0.01980559848
629	0.01973999241
630	0.01968927635
631	0.01962413681
632	0.01957541426
633	0.0195243416
634	0.0194662065
635	0.01940884163
636	0.01936521634
637	0.01933017913
638	0.01928737697
639	0.01924360726
640	0.01919682675
641	0.01915301665
642	0.01910872159
643	0.01906004793
644	0.01901198416
645	0.01895384397
646	0.01890501961
647	0.01885741606
648	0.01881047007
649	0.01875300933
650	0.01871999108
651	0.01868135324
652	0.0186385025
653	0.01858685446
654	0.01853120389
655	0.01848318939
656	0.01845554154
657	0.01842377222
658	0.01837901837
659	0.01834385855
660	0.01830482637
661	0.01826668917
662	0.01821399553
663	0.01816805619
664	0.01813044793
665	0.0180799369
666	0.01803214415
667	0.017987356
668	0.01794835219
669	0.01791272298
670	0.01787289329
671	0.01783942134
672	0.01780641657
673	0.01775051972
674	0.0177086197
675	0.01765884036
676	0.01762745414
677	0.01759381546
678	0.01754808303
679	0.01749521023
680	0.01744742085
681	0.01741096199
682	0.01738452687
683	0.0173438457
684	0.01730510539
685	0.01725986285
686	0.0172192919
687	0.01717761708
688	0.01713897005
689	0.01709178167
690	0.01703344838
691	0.01698226734
692	0.01693236549
693	0.01689425331
694	0.01684320077
695	0.01681040072
696	0.01676372107
697	0.01671829407
698	0.01668828945
699	0.01664890137
700	0.01661934632
701	0.01658275874
702	0.01654517015
703	0.01652129928
704	0.01649435403
705	0.01644968353
706	0.01641059452
707	0.01636857814
708	0.01632322411
709	0.01627693547
710	0.0162452719
711	0.01620256491
712	0.01617134008
713	0.01614156645
714	0.01609615544
715	0.0160748698
716	0.016033383
717	0.01599625246
718	0.0159710984
719	0.01593534877
720	0.01590027472
721	0.01586835548
722	0.0158352903
723	0.01579944482
724	0.01575287669
725	0.01570797248
726	0.01567598159
727	0.01564668734
728	0.0156183296
729	0.01559498539
730	0.01555543202
731	0.01552231093
732	0.0154882165
733	0.01545672616
734	0.01541584392
735	0.0153860671
736	0.01535938894
737	0.01532108849
738	0.01528813276
739	0.01526417839
740	0.01523902261
741	0.01519704787
742	0.01514538929
743	0.01510695682
744	0.01506590982
745	0.01503302102
746	0.01499695738
747	0.01496602872
748	0.01493947819
749	0.01490382419
750	0.01486475701
751	0.01483130472
752	0.01480155404
753	0.01478249294
754	0.01474879818
755	0.01471524437
756	0.01469031674
757	0.01466072617
758	0.01463072136
759	0.01459914583
760	0.01457628461
761	0.01455021296
762	0.0145248779
763	0.0144856782
764	0.01445903512
765	0.01442820644
766	0.01440452154
767	0.01438153523
768	0.01435950862
769	0.01433497097
770	0.01430081829
771	0.01425912265
772	0.01422483335
773	0.01419745224
774	0.01416969074
775	0.01414364007
776	0.01412047465
777	0.01409163427
778	0.0140615975
779	0.01403490042
780	0.01400758519
781	0.01398136238
782	0.01393918362
783	0.01390417467
784	0.013875109
785	0.01384256214
786	0.01381855728
787	0.0137857199
788	0.01375984114
789	0.01373517111
790	0.01370765193
791	0.01368403542
792	0.01365158309
793	0.01361594249
794	0.01359441652
795	0.013570583
796	0.01354589708
797	0.01352646555
798	0.01350844646
799	0.01348082104
800	0.01345348476
801	0.0134250549
802	0.01339989505
803	0.01337248658
804	0.01335070176
805	0.01330624984
806	0.01327888514
807	0.01324738054
808	0.01321984813
809	0.01319023881
810	0.0131702204
811	0.01314348703
812	0.01312146239
813	0.01307962044
814	0.01305489448
815	0.0130299266
816	0.01301115813
817	0.01298029565
818	0.01295341326
819	0.0129369246
820	0.01291628134
821	0.01289451264
822	0.01286591474
823	0.01284426572
824	0.01281194868
825	0.0127759769
826	0.01275166042
827	0.01272105452
828	0.01269208949
829	0.01266667008
830	0.01264888765
831	0.01262626316
832	0.01260230152
833	0.01258297584
834	0.01255672485
835	0.01253034711
836	0.01250357171
837	0.01248588849
838	0.01245776543
839	0.01243658816
840	0.01240842709
841	0.01239205701
842	0.0123675743
843	0.01233376456
844	0.01231957592
845	0.01230287201
846	0.01228378103
847	0.01225871006
848	0.0122428311
849	0.01222264608
850	0.01220461746
851	0.01218396739
852	0.01215974528
853	0.01214389762
854	0.01212089711
855	0.01208812514
856	0.01205867183
857	0.01203316073
858	0.01201593782
859	0.0119932912
860	0.01196232084
861	0.01193229323
862	0.01191454425
863	0.01189281961
864	0.01186969368
865	0.01184553399
866	0.01182878297
867	0.01180602336
868	0.01178719108
869	0.01176998899
870	0.01174604927
871	0.01172423307
872	0.01171018849
873	0.01168706907
874	0.01166738561
875	0.01165057278
876	0.01162767388
877	0.01160599223
878	0.01158938521
879	0.01156244689
880	0.01154408998
881	0.01152824324
882	0.01151357224
883	0.01149451997
884	0.01147437805
885	0.01145418849
886	0.01143839828
887	0.0114230263
888	0.01139749874
889	0.01138120738
890	0.01136289715
891	0.0113455877
892	0.01132676204
893	0.01131068159
894	0.01127518458
895	0.01125011304
896	0.01122310986
897	0.01118462278
898	0.01116775964
899	0.01115321785
900	0.0111370363
901	0.01111865138
902	0.01110090669
903	0.01107945087
904	0.01106070271
905	0.01104690632
906	0.01102544987
907	0.0110122197
908	0.01099826497
909	0.01098224598
910	0.01096983687
911	0.01095506238
912	0.01094098198
913	0.01092561214
914	0.0109091416
915	0.01089353798
916	0.01087538572
917	0.01085779487
918	0.01084094844
919	0.01082251833
920	0.01080940415
921	0.01079535374
922	0.01077920745
923	0.01075689532
924	0.01073314236
925	0.01071105352
926	0.01069426063
927	0.01068004251
928	0.01066590163
929	0.01064466668
930	0.01062426289
931	0.0105994562
932	0.01058292818
933	0.01056375563
934	0.01054619659
935	0.01052829892
936	0.01050984421
937	0.01049298777
938	0.01047200329
939	0.01046037756
940	0.01044078279
941	0.01040667885
942	0.01039067878
943	0.01036960468
944	0.01034821922
945	0.010329943
946	0.01030982134
947	0.01029994125
948	0.01028179625
949	0.01026803422
950	0.01025646705
951	0.01024359253
952	0.01023109069
953	0.0102190612
954	0.01020324436
955	0.01018513462
956	0.01017379968
957	0.01014229238
958	0.01012618617
959	0.01010732358
960	0.01009478409
961	0.01008328925
962	0.01006752274
963	0.01004275596
964	0.01002724369
965	0.01001356894
966	0.009995858281
967	0.009979067039
968	0.009964161494
969	0.009948988638
970	0.009920539918
971	0.009908398563
972	0.009893378453
973	0.009880997119
974	0.009859416684
975	0.009842136216
976	0.009830791277
977	0.009816620222
978	0.009802186828
979	0.009788944822
980	0.009772293198
981	0.009756283486
982	0.009743792684
983	0.009721650746
984	0.009705685201
985	0.009687702285
986	0.009676656048
987	0.009657455659
988	0.009645661469
989	0.009630391131
990	0.009610876399
991	0.00959910032
992	0.009583519159
993	0.009567586252
994	0.00955763794
995	0.009536892717
996	0.009513835251
997	0.009495427048
998	0.009481503276
999	0.009470570048
